0.137521 341
0.139097 681
0.140673 1021
0.142249 1361
0.143825 1701
0.145401 2041
0.146977 2381
0.148553 2721
0.150129 3061
0.151705 3401
0.229692 3741
0.231268 4081
0.232844 4421
0.23442 4761
0.235996 5101
0.237572 5441
0.239148 5781
0.240724 6121
0.2423 6461
0.243876 6801
0.245452 7141
0.247028 7481
0.248604 7821
0.25018 8161
0.321862 8501
0.323438 8841
0.325014 9181
0.32659 9521
0.328166 9861
0.329742 10201
0.331318 10541
0.332894 10881
0.33447 11221
0.336046 11561
0.337622 11901
0.339198 12241
0.340774 12581
0.34235 12921
0.343926 13261
0.345502 13601
0.347078 13941
0.348654 14281
0.35023 14621
0.351806 14961
0.353382 15301
0.414032 15641
0.415608 15981
0.417184 16321
0.41876 16661
0.420336 17001
0.421912 17341
0.423488 17681
0.425064 18021
0.42664 18361
0.428216 18701
0.429792 19041
0.431368 19381
0.432944 19721
0.43452 20061
0.436096 20401
0.437672 20741
0.439248 21081
0.440824 21421
0.4424 21761
0.443976 22101
0.445552 22441
0.447128 22781
0.448704 23121
0.45028 23461
0.451856 23801
0.453432 24141
0.455008 24481
0.456584 24821
0.45816 25161
0.459736 25501
0.461312 25841
0.462888 26181
0.464464 26521
0.507779 26861
0.509355 27201
0.510931 27541
0.512507 27881
0.514083 28221
0.515659 28561
0.517235 28901
0.518811 29241
0.520387 29581
0.521963 29921
0.523539 30261
0.525115 30601
0.526691 30941
0.528267 31281
0.529843 31621
0.531419 31961
0.532995 32301
0.534571 32641
0.536147 32981
0.537723 33321
0.539299 33661
0.540875 34001
0.542451 34341
0.544027 34681
0.545603 35021
0.547179 35361
0.548755 35701
0.550331 36041
0.551907 36381
0.553483 36721
0.555059 37061
0.556635 37401
0.558211 37741
0.559787 38081
0.561363 38421
0.562939 38761
0.564515 39101
0.566091 39441
0.567667 39781
0.569243 40121
0.570819 40461
0.572395 40801
0.573971 41141
0.575547 41481
0.577123 41821
0.578699 42161
0.580275 42501
0.581851 42841
0.599949 43181
0.601525 43521
0.603101 43861
0.604677 44201
0.606253 44541
0.607829 44881
0.609405 45221
0.610981 45561
0.612557 45901
0.614133 46241
0.615709 46581
0.617285 46921
0.618861 47261
0.620437 47601
0.622013 47941
0.623589 48281
0.625165 48621
0.626741 48961
0.628317 49301
0.629893 49641
0.631469 49981
0.633045 50321
0.634621 50661
0.636197 51001
0.637773 51341
0.639349 51681
0.640925 52021
0.642501 52361
0.644077 52701
0.645653 53041
0.647229 53381
0.648805 53721
0.650381 54061
0.651957 54401
0.653533 54741
0.655109 55081
0.656685 55421
0.658261 55761
0.659837 56101
0.661413 56441
0.662989 56781
0.664565 57121
0.666141 57461
0.667717 57801
0.669293 58141
0.670869 58481
0.672445 58821
0.674021 59161
0.675597 59501
0.677173 59841
0.678749 60181
0.680325 60521
0.681901 60861
0.683477 61201
0.685053 61541
0.686629 61881
0.688205 62221
0.689781 62561
0.691357 62901
0.692933 63241
0.694509 63581
0.696085 63921
0.697661 64261
0.699237 64601
0.700813 64941
0.702389 65281
0.703965 65621
0.705541 65961
0.707117 66301
0.708693 66641
0.710269 66981
0.711845 67321
0.713421 67661
0.714997 68001
0.716573 68341
0.718149 68681
0.719725 69021
0.721301 69361
0.722877 69701
0.724453 70041
0.726029 70381
0.727605 70721
0.729181 71061
0.730757 71401
0.732333 71741
0.733909 72081
0.735485 72421
0.737061 72761
0.738637 73101
0.740213 73441
0.741789 73781
0.743365 74121
0.744941 74461
0.746517 74801
0.748093 75141
0.749669 75481
0.751245 75821
0.752821 76161
0.754397 76501
0.755973 76841
0.757549 77181
0.759125 77521
0.760701 77861
0.762277 78201
0.763853 78541
0.765429 78881
0.767005 79221
0.768581 79561
0.770157 79901
0.771733 80241
0.773309 80581
0.774885 80921
0.776461 81261
0.778037 81601
